id,parent_ccss_id,grade,domain,domain_name,cluster,standard,is_subpart,text
4.NF.C.6,4.NF.C.6,4,NF,Numbers & Operations - Fractions,C,6,FALSE,"Use decimal notation for fractions with denominators 10 or 100. For example, rewrite 0.62 as 62/100; describe a length as 0.62 meters; locate 0.62 on a number line diagram."
4.NF.C.7,4.NF.C.7,4,NF,Numbers & Operations - Fractions,C,7,FALSE,"Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons are valid only when the two decimals refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by using a visual model."
4.OA.A.1,4.OA.A.1,4,OA,Operations & Algebraic Thinking,A,1,FALSE,"Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 _ 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations."
4.OA.A.2,4.OA.A.2,4,OA,Operations & Algebraic Thinking,A,2,FALSE,"Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.1"
4.OA.A.3,4.OA.A.3,4,OA,Operations & Algebraic Thinking,A,3,FALSE,"Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding."
4.OA.B.4,4.OA.B.4,4,OA,Operations & Algebraic Thinking,B,4,FALSE,Find all factor pairs for a whole number in the range 1-100. Recognize that a whole number is a multiple of each of its factors. Determine whether a given whole number in the range 1-100 is a multiple of a given one-digit number. Determine whether a given whole number in the range 1-100 is prime or composite.
4.OA.C.5,4.OA.C.5,4,OA,Operations & Algebraic Thinking,C,5,FALSE,"Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself. For example, given the rule ""Add 3"" and the starting number 1, generate terms in the resulting sequence and observe that the terms appear to alternate between odd and even numbers. Explain informally why the numbers will continue to alternate in this way."
5.G.A.1,5.G.A.1,5,G,Geometry,A,1,FALSE,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate)."
5.G.A.2,5.G.A.2,5,G,Geometry,A,2,FALSE,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation."
5.G.B.3,5.G.B.3,5,G,Geometry,B,3,FALSE,"Understand that attributes belonging to a category of two-dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles."
5.G.B.4,5.G.B.4,5,G,Geometry,B,4,FALSE,Classify two-dimensional figures in a hierarchy based on properties.
5.MD.A.1,5.MD.A.1,5,MD,Measurement & Data,A,1,FALSE,"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems."
5.MD.B.2,5.MD.B.2,5,MD,Measurement & Data,B,2,FALSE,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally."
5.MD.C.3,5.MD.C.3,5,MD,Measurement & Data,C,3,FALSE,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.
5.MD.C.3.a,5.MD.C.3,5,MD,Measurement & Data,C,3,TRUE,"A cube with side length 1 unit, called a ""unit cube,"" is said to have ""one cubic unit"" of volume, and can be used to measure volume."
5.MD.C.3.b,5.MD.C.3,5,MD,Measurement & Data,C,3,TRUE,A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.
5.MD.C.4,5.MD.C.4,5,MD,Measurement & Data,C,4,FALSE,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units."
5.MD.C.5,5.MD.C.5,5,MD,Measurement & Data,C,5,FALSE,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.
5.MD.C.5.a,5.MD.C.5,5,MD,Measurement & Data,C,5,TRUE,"Find the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes, and show that the volume is the same as would be found by multiplying the edge lengths, equivalently by multiplying the height by the area of the base. Represent threefold whole-number products as volumes, e.g., to represent the associative property of multiplication."
5.MD.C.5.b,5.MD.C.5,5,MD,Measurement & Data,C,5,TRUE,Apply the formulas V = l × w × h and V = b × h for rectangular prisms to find volumes of right rectangular prisms with whole-number edge lengths in the context of solving real world and mathematical problems.
5.MD.C.5.c,5.MD.C.5,5,MD,Measurement & Data,C,5,TRUE,"Recognize volume as additive. Find volumes of solid figures composed of two non-overlapping right rectangular prisms by adding the volumes of the non-overlapping parts, applying this technique to solve real world problems."
5.NBT.A.1,5.NBT.A.1,5,NBT,Number & Operations in Base Ten,A,1,FALSE,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left."
5.NBT.A.2,5.NBT.A.2,5,NBT,Number & Operations in Base Ten,A,2,FALSE,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10."
5.NBT.A.3,5.NBT.A.3,5,NBT,Number & Operations in Base Ten,A,3,FALSE,"Read, write, and compare decimals to thousandths."
5.NBT.A.3.a,5.NBT.A.3,5,NBT,Number & Operations in Base Ten,A,3,TRUE,"Read and write decimals to thousandths using base-ten numerals, number names, and expanded form, e.g., 347.392 = 3 × 100 + 4 × 10 + 7 × 1 + 3 × (1/10) + 9 × (1/100) + 2 × (1/1000)."
5.NBT.A.3.b,5.NBT.A.3,5,NBT,Number & Operations in Base Ten,A,3,TRUE,"Compare two decimals to thousandths based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons."
5.NBT.A.4,5.NBT.A.4,5,NBT,Number & Operations in Base Ten,A,4,FALSE,Use place value understanding to round decimals to any place.
5.NBT.B.5,5.NBT.B.5,5,NBT,Number & Operations in Base Ten,B,5,FALSE,Fluently multiply multi-digit whole numbers using the standard algorithm.
5.NBT.B.6,5.NBT.B.6,5,NBT,Number & Operations in Base Ten,B,6,FALSE,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models."
5.NBT.B.7,5.NBT.B.7,5,NBT,Number & Operations in Base Ten,B,7,FALSE,"Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used."
5.NF.A.1,5.NF.A.1,5,NF,Numbers & Operations - Fractions,A,1,FALSE,"Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)"
5.NF.A.2,5.NF.A.2,5,NF,Numbers & Operations - Fractions,A,2,FALSE,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators, e.g., by using visual fraction models or equations to represent the problem. Use benchmark fractions and number sense of fractions to estimate mentally and assess the reasonableness of answers. For example, recognize an incorrect result 2/5 + 1/2 = 3/7, by observing that 3/7 < 1/2."
5.NF.B.3,5.NF.B.3,5,NF,Numbers & Operations - Fractions,B,3,FALSE,"Interpret a fraction as division of the numerator by the denominator (a/b = a ÷ b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, e.g., by using visual fraction models or equations to represent the problem. For example, interpret 3/4 as the result of dividing 3 by 4, noting that 3/4 multiplied by 4 equals 3, and that when 3 wholes are shared equally among 4 people each person has a share of size 3/4. If 9 people want to share a 50-pound sack of rice equally by weight, how many pounds of rice should each person get? Between what two whole numbers does your answer lie?"
5.NF.B.4,5.NF.B.4,5,NF,Numbers & Operations - Fractions,B,4,FALSE,Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.
5.NF.B.4.a,5.NF.B.4,5,NF,Numbers & Operations - Fractions,B,4,TRUE,"Interpret the product (a/b) × q as a parts of a partition of q into b equal parts; equivalently, as the result of a sequence of operations a × q ÷ b. For example, use a visual fraction model to show (2/3) × 4 = 8/3, and create a story context for this equation. Do the same with (2/3) × (4/5) = 8/15. (In general, (a/b) × (c/d) = ac/bd.)"
5.NF.B.4.b,5.NF.B.4,5,NF,Numbers & Operations - Fractions,B,4,TRUE,"Find the area of a rectangle with fractional side lengths by tiling it with unit squares of the appropriate unit fraction side lengths, and show that the area is the same as would be found by multiplying the side lengths. Multiply fractional side lengths to find areas of rectangles, and represent fraction products as rectangular areas."
5.NF.B.5,5.NF.B.5,5,NF,Numbers & Operations - Fractions,B,5,FALSE,"Interpret multiplication as scaling (resizing), by:"
5.NF.B.5.a,5.NF.B.5,5,NF,Numbers & Operations - Fractions,B,5,TRUE,"Comparing the size of a product to the size of one factor on the basis of the size of the other factor, without performing the indicated multiplication."
5.NF.B.5.b,5.NF.B.5,5,NF,Numbers & Operations - Fractions,B,5,TRUE,Explaining why multiplying a given number by a fraction greater than 1 results in a product greater than the given number (recognizing multiplication by whole numbers greater than 1 as a familiar case); explaining why multiplying a given number by a fraction less than 1 results in a product smaller than the given number; and relating the principle of fraction equivalence a/b = (n × a)/(n × b) to the effect of multiplying a/b by 1.
5.NF.B.6,5.NF.B.6,5,NF,Numbers & Operations - Fractions,B,6,FALSE,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem."
5.NF.B.7,5.NF.B.7,5,NF,Numbers & Operations - Fractions,B,7,FALSE,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.1
5.NF.B.7.a,5.NF.B.7,5,NF,Numbers & Operations - Fractions,B,7,TRUE,"Interpret division of a unit fraction by a non-zero whole number, and compute such quotients. For example, create a story context for (1/3) ÷ 4, and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that (1/3) ÷ 4 = 1/12 because (1/12) × 4 = 1/3."
5.NF.B.7.b,5.NF.B.7,5,NF,Numbers & Operations - Fractions,B,7,TRUE,"Interpret division of a whole number by a unit fraction, and compute such quotients. For example, create a story context for 4 ÷ (1/5), and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that 4 ÷ (1/5) = 20 because 20 × (1/5) = 4."
5.NF.B.7.c,5.NF.B.7,5,NF,Numbers & Operations - Fractions,B,7,TRUE,"Solve real world problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions, e.g., by using visual fraction models and equations to represent the problem. For example, how much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 1/3-cup servings are in 2 cups of raisins?"
5.OA.A.1,5.OA.A.1,5,OA,Operations & Algebraic Thinking,A,1,FALSE,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols."
5.OA.A.2,5.OA.A.2,5,OA,Operations & Algebraic Thinking,A,2,FALSE,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them. For example, express the calculation ""add 8 and 7, then multiply by 2"" as 2 _ (8 + 7). Recognize that 3 _ (18932 + 921) is three times as large as 18932 + 921, without having to calculate the indicated sum or product."
5.OA.B.3,5.OA.B.3,5,OA,Operations & Algebraic Thinking,B,3,FALSE,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane. For example, given the rule ""Add 3"" and the starting number 0, and given the rule ""Add 6"" and the starting number 0, generate terms in the resulting sequences, and observe that the terms in one sequence are twice the corresponding terms in the other sequence. Explain informally why this is so."
6.EE.A.1,6.EE.A.1,6,EE,Expressions & Equations,A,1,FALSE,Write and evaluate numerical expressions involving whole-number exponents.
6.EE.A.2,6.EE.A.2,6,EE,Expressions & Equations,A,2,FALSE,"Write, read, and evaluate expressions in which letters stand for numbers."
6.EE.A.2.a,6.EE.A.2,6,EE,Expressions & Equations,A,2,TRUE,"Write expressions that record operations with numbers and with letters standing for numbers. For example, express the calculation ""Subtract y from 5"" as 5 - y."
6.EE.A.2.b,6.EE.A.2,6,EE,Expressions & Equations,A,2,TRUE,"Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity. For example, describe the expression 2 (8 + 7) as a product of two factors; view (8 + 7) as both a single entity and a sum of two terms."
6.EE.A.2.c,6.EE.A.2,6,EE,Expressions & Equations,A,2,TRUE,"Evaluate expressions at specific values of their variables. Include expressions that arise from formulas used in real-world problems. Perform arithmetic operations, including those involving whole-number exponents, in the conventional order when there are no parentheses to specify a particular order (Order of Operations). For example, use the formulas V = s3 and A = 6 s2 to find the volume and surface area of a cube with sides of length s = 1/2."
6.EE.A.3,6.EE.A.3,6,EE,Expressions & Equations,A,3,FALSE,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3 (2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6 (4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y."
6.EE.A.4,6.EE.A.4,6,EE,Expressions & Equations,A,4,FALSE,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for.."
6.EE.B.5,6.EE.B.5,6,EE,Expressions & Equations,B,5,FALSE,"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true."
6.EE.B.6,6.EE.B.6,6,EE,Expressions & Equations,B,6,FALSE,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."
6.EE.B.7,6.EE.B.7,6,EE,Expressions & Equations,B,7,FALSE,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers."
6.EE.B.8,6.EE.B.8,6,EE,Expressions & Equations,B,8,FALSE,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.
6.EE.C.9,6.EE.C.9,6,EE,Expressions & Equations,C,9,FALSE,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time."
6.G.A.1,6.G.A.1,6,G,Geometry,A,1,FALSE,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."
6.G.A.2,6.G.A.2,6,G,Geometry,A,2,FALSE,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = l w h and V = b h to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems."
6.G.A.3,6.G.A.3,6,G,Geometry,A,3,FALSE,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.
6.G.A.4,6.G.A.4,6,G,Geometry,A,4,FALSE,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems."
6.NS.A.1,6.NS.A.1,6,NS,The Number System,A,1,FALSE,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) ÷ (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) ÷ (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, (a/b) ÷ (c/d) = ad/bc.) How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi?."
6.NS.B.2,6.NS.B.2,6,NS,The Number System,B,2,FALSE,Fluently divide multi-digit numbers using the standard algorithm.
6.NS.B.3,6.NS.B.3,6,NS,The Number System,B,3,FALSE,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation."
6.NS.B.4,6.NS.B.4,6,NS,The Number System,B,4,FALSE,"Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1-100 with a common factor as a multiple of a sum of two whole numbers with no common factor. For example, express 36 + 8 as 4 (9 + 2).."
6.NS.C.5,6.NS.C.5,6,NS,The Number System,C,5,FALSE,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation."
6.NS.C.6,6.NS.C.6,6,NS,The Number System,C,6,FALSE,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.
6.NS.C.6.a,6.NS.C.6,6,NS,The Number System,C,6,TRUE,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., -(-3) = 3, and that 0 is its own opposite."
6.NS.C.6.b,6.NS.C.6,6,NS,The Number System,C,6,TRUE,"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes."
6.NS.C.6.c,6.NS.C.6,6,NS,The Number System,C,6,TRUE,Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.
6.NS.C.7,6.NS.C.7,6,NS,The Number System,C,7,FALSE,Understand ordering and absolute value of rational numbers.
6.NS.C.7.a,6.NS.C.7,6,NS,The Number System,C,7,TRUE,"Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. For example, interpret -3 > -7 as a statement that -3 is located to the right of -7 on a number line oriented from left to right."
6.NS.C.7.b,6.NS.C.7,6,NS,The Number System,C,7,TRUE,"Write, interpret, and explain statements of order for rational numbers in real-world contexts. For example, write -3 °C > -7 °C to express the fact that -3 °C is warmer than -7 °C."
6.NS.C.7.c,6.NS.C.7,6,NS,The Number System,C,7,TRUE,"Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. For example, for an account balance of -30 dollars, write |-30| = 30 to describe the size of the debt in dollars."
6.NS.C.7.d,6.NS.C.7,6,NS,The Number System,C,7,TRUE,"Distinguish comparisons of absolute value from statements about order. For example, recognize that an account balance less than -30 dollars represents a debt greater than 30 dollars."
6.NS.C.8,6.NS.C.8,6,NS,The Number System,C,8,FALSE,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
6.RP.A.1,6.RP.A.1,6,RP,Ratios & Proportional Relationships,A,1,FALSE,"Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, ""The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak."" ""For every vote candidate A received, candidate C received nearly three votes."""
6.RP.A.2,6.RP.A.2,6,RP,Ratios & Proportional Relationships,A,2,FALSE,"Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠ 0, and use rate language in the context of a ratio relationship. For example, ""This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar."" ""We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.""1"
6.RP.A.3,6.RP.A.3,6,RP,Ratios & Proportional Relationships,A,3,FALSE,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
6.RP.A.3.a,6.RP.A.3,6,RP,Ratios & Proportional Relationships,A,3,TRUE,"Make tables of equivalent ratios relating quantities with whole-number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios."
6.RP.A.3.b,6.RP.A.3,6,RP,Ratios & Proportional Relationships,A,3,TRUE,"Solve unit rate problems including those involving unit pricing and constant speed. For example, if it took 7 hours to mow 4 lawns, then at that rate, how many lawns could be mowed in 35 hours? At what rate were lawns being mowed?"
6.RP.A.3.c,6.RP.A.3,6,RP,Ratios & Proportional Relationships,A,3,TRUE,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent."
6.RP.A.3.d,6.RP.A.3,6,RP,Ratios & Proportional Relationships,A,3,TRUE,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.
6.SP.A.1,6.SP.A.1,6,SP,Statistics & Probability,A,1,FALSE,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, ""How old am I?"" is not a statistical question, but ""How old are the students in my school?"" is a statistical question because one anticipates variability in students' ages."
6.SP.A.2,6.SP.A.2,6,SP,Statistics & Probability,A,2,FALSE,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape."
6.SP.A.3,6.SP.A.3,6,SP,Statistics & Probability,A,3,FALSE,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number."
6.SP.B.4,6.SP.B.4,6,SP,Statistics & Probability,B,4,FALSE,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots."
6.SP.B.5,6.SP.B.5,6,SP,Statistics & Probability,B,5,FALSE,"Summarize numerical data sets in relation to their context, such as by:"
6.SP.B.5.a,6.SP.B.5,6,SP,Statistics & Probability,B,5,TRUE,Reporting the number of observations.
6.SP.B.5.b,6.SP.B.5,6,SP,Statistics & Probability,B,5,TRUE,"Describing the nature of the attribute under investigation, including how it was measured and its units of measurement."
6.SP.B.5.c,6.SP.B.5,6,SP,Statistics & Probability,B,5,TRUE,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered."
6.SP.B.5.d,6.SP.B.5,6,SP,Statistics & Probability,B,5,TRUE,Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.
7.EE.A.1,7.EE.A.1,7,EE,Expressions & Equations,A,1,FALSE,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients."
7.EE.A.2,7.EE.A.2,7,EE,Expressions & Equations,A,2,FALSE,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that ""increase by 5%"" is the same as ""multiply by 1.05."""
7.EE.B.3,7.EE.B.3,7,EE,Expressions & Equations,B,3,FALSE,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation."
7.EE.B.4,7.EE.B.4,7,EE,Expressions & Equations,B,4,FALSE,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
7.EE.B.4.a,7.EE.B.4,7,EE,Expressions & Equations,B,4,TRUE,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?"
7.EE.B.4.b,7.EE.B.4,7,EE,Expressions & Equations,B,4,TRUE,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions."
7.G.A.1,7.G.A.1,7,G,Geometry,A,1,FALSE,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale."
7.G.A.2,7.G.A.2,7,G,Geometry,A,2,FALSE,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle."
7.G.A.3,7.G.A.3,7,G,Geometry,A,3,FALSE,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids."
7.G.B.4,7.G.B.4,7,G,Geometry,B,4,FALSE,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.
7.G.B.5,7.G.B.5,7,G,Geometry,B,5,FALSE,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure."
7.G.B.6,7.G.B.6,7,G,Geometry,B,6,FALSE,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms."
7.NS.A.1,7.NS.A.1,7,NS,The Number System,A,1,FALSE,Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.
7.NS.A.1.a,7.NS.A.1,7,NS,The Number System,A,1,TRUE,"Describe situations in which opposite quantities combine to make 0. For example, a hydrogen atom has 0 charge because its two constituents are oppositely charged."
7.NS.A.1.b,7.NS.A.1,7,NS,The Number System,A,1,TRUE,"Understand p + q as the number located a distance |q| from p, in the positive or negative direction depending on whether q is positive or negative. Show that a number and its opposite have a sum of 0 (are additive inverses). Interpret sums of rational numbers by describing real-world contexts."
7.NS.A.1.c,7.NS.A.1,7,NS,The Number System,A,1,TRUE,"Understand subtraction of rational numbers as adding the additive inverse, p - q = p + (-q). Show that the distance between two rational numbers on the number line is the absolute value of their difference, and apply this principle in real-world contexts."
7.NS.A.1.d,7.NS.A.1,7,NS,The Number System,A,1,TRUE,Apply properties of operations as strategies to add and subtract rational numbers.
7.NS.A.2,7.NS.A.2,7,NS,The Number System,A,2,FALSE,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.
7.NS.A.2.a,7.NS.A.2,7,NS,The Number System,A,2,TRUE,"Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (-1)(-1) = 1 and the rules for multiplying signed numbers. Interpret products of rational numbers by describing real-world contexts."
7.NS.A.2.b,7.NS.A.2,7,NS,The Number System,A,2,TRUE,"Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If p and q are integers, then -(p/q) = (-p)/q = p/(-q). Interpret quotients of rational numbers by describing real-world contexts."
7.NS.A.2.c,7.NS.A.2,7,NS,The Number System,A,2,TRUE,Apply properties of operations as strategies to multiply and divide rational numbers.
