state,grade,standard_id,standard_text
OK,7,7.N.1.3,Explain the relationship between the absolute value of a rational number and the distance of that number from zero on a number line. Use the symbol for absolute value. Apply the concept of absolute value to model and solve problems.
OK,7,7.N.2.2,Illustrate multiplication and division of integers using a variety of representations.
OK,7,7.N.2.3,"Multiply and divide integers in a variety of situations; use efficient and generalizable procedures, including standard algorithms."
OK,7,7.N.2.4,"Raise rational numbers (integers, fractions, and decimals) to positive integer exponents."
OK,7,7.N.2.5,"Model and solve problems using rational numbers involving addition, subtraction, multiplication, division, and positive integer exponents."
OK,K,K.A.1.1,"Sort and group up to 10 objects into a set based upon characteristics such as color, size, and shape. Explain verbally what the objects have in common."
OK,K,K.D.1.2,Use categorical data to create real-object graphs and pictographs.
OK,K,K.D.1.3,Draw conclusions from real-object graphs and pictographs.
OK,K,K.GM.1.1,"Recognize squares, circles, triangles, and rectangles."
OK,K,K.GM.1.2,Sort two-dimensional objects using characteristics such as shape and size.
OK,K,K.GM.1.3,"Identify attributes of two-dimensional shapes using informal and formal geometric language interchangeably, such as the number of corners/vertices and the number of sides/edges."
OK,K,K.GM.1.4,Use smaller two-dimensional shapes to fill in the outline of a larger two-dimensional shape.
OK,K,K.GM.1.5,"Compose larger, undefined shapes and structures using three-dimensional objects."
OK,K,K.GM.1.6,Use basic shapes and spatial reasoning to represent objects in the real world.
OK,K,K.GM.2.1,"Use words to compare objects according to length, size, weight, position, and location."
OK,K,K.GM.2.3,"Identify more than one shared attribute between objects, and sort objects into sets."
OK,K,K.N.1.1,Count aloud forward in sequence to 100 by 1s and 10s.
OK,K,K.N.1.2,Recognize that a number can be used to represent how many objects are in a set up to 10.
OK,K,K.N.1.4,Recognize without counting (subitize) the quantity of a small group of objects in organized and random arrangements up to 10.
OK,K,K.N.1.5,"Count forward, with and without objects, from any given number up to 20."
OK,K,K.N.1.6,"Read, write, discuss, and represent whole numbers from 0 to at least 20. Representations may include numerals, pictures, real-object and pictographs, spoken words, and manipulatives."
OK,K,K.N.1.7,Find a number that is 1 more or 1 less than a given number up to 10.
OK,K,K.N.1.8,"Compare and order whole numbers from 0 to 10 with and without objects, using the vocabulary ""more than,” “less than,” or “equal to.”"
OK,K,K.N.2.1,Compose and decompose numbers up to 10 using objects and pictures.
OK,1,1.GM.1.2,"Compose larger, defined shapes using smaller two-dimensional shapes."
OK,1,1.GM.2.1,Use nonstandard and standard measuring tools to measure the length of objects.
OK,1,1.GM.2.2,"Illustrate that the length of an object is the number of same-size units of length that, when laid end-to-end with no gaps or overlaps, reach from one end of the object to the other."
OK,2,2.D.1.1,Explain that the length of a bar in a bar graph and the number of objects in a pictograph represents the number of data points for a given category.
OK,2,2.D.1.3,Write and solve one-step word problems involving addition or subtraction using data represented within pictographs and bar graphs with intervals of one.
OK,2,2.D.1.4,Draw conclusions and make predictions from information in a pictograph and bar graph.
OK,2,2.GM.1.3,"Compose and decompose two-dimensional shapes using triangles, squares, hexagons, trapezoids, and rhombi."
OK,2,2.N.1.6,"Use place value understanding to round numbers to the nearest ten and nearest hundred (up to 1,000). Recognize when to round in real-world situations."
OK,2,2.N.1.7,"Use place value to compare and order whole numbers up to 1,000 using comparative language, numbers, and symbols (e.g., 425 > 276, 73 < 107, page 351 comes after page 350, 753 is between 700 and 800)."
OK,4,4.GM.2.3,"Develop the concept that the volume of rectangular prisms with whole-number edge lengths can be found by counting the total number of same-sized unit cubes that fill a shape without gaps or overlaps. Use a variety of tools and create models to determine the volume using appropriate measurements (e.g., cm³)."
OK,4,4.N.3.3,"Use models to order and compare whole numbers and fractions less than and greater than one, using comparative language and symbols."
OK,4,4.N.3.6,"Represent tenths and hundredths with concrete and pictorial models, making connections between fractions and decimals."
OK,4,4.N.3.7,"Read and write decimals in standard, word, and expanded form up to at least the hundredths place in a variety of contexts, including money."
OK,4,4.N.3.8,"Compare and order decimals and whole numbers using place value and various models including but not limited to grids, number lines, and base 10 blocks."
OK,5,5.GM.1.3,"Recognize and draw a net for a three-dimensional figure (cube, rectangular prism, pyramid)."
OK,5,5.GM.3.1,Measure and compare angles according to size using various tools.
OK,5,5.N.1.1,"Represent decimal fractions (e.g., , ) using a variety of models (e.g., 10 by 10 grids, base-ten blocks, meter stick) and show the rational number relationships among fractions, decimals and whole numbers."
OK,5,5.N.1.4,"Recognize and generate equivalent terminating decimals, fractions, mixed numbers, and fractions in various models."
OK,6,6.A.1.2,"Represent relationships between two varying positive quantities involving no more than two operations with rules, graphs, and tables; translate between any two of these representations."
OK,6,6.A.2.1,"Generate equivalent expressions and evaluate expressions involving positive rational numbers by applying the commutative, associative, and distributive properties and order of operations to model and solve mathematical problems."
OK,6,6.GM.1.1,"Predict, describe, and apply translations (slides), reflections (flips), and rotations (turns) to a two-dimensional figure."
OK,6,6.GM.1.2,"Recognize that translations, reflections, and rotations preserve congruence and use them to show that two figures are congruent."
OK,6,6.GM.3.1,"Solve problems using the relationships between the angles (vertical, complementary, and supplementary) formed by intersecting lines."
OK,6,6.N.1.1,"Use manipulatives and models (e.g., number lines) to determine positive and negative numbers and their contexts, identify opposites, and explain the meaning of 0 (zero) in a variety of situations."
OK,6,6.N.1.3,Explain that a percent represents parts “out of 100” and ratios “to 100.”
OK,6,6.N.1.4,"Determine equivalencies among fractions, mixed numbers, decimals, and percents."
OK,6,6.N.4.2,"Illustrate multiplication and division of fractions and decimals to show connections to fractions, whole number multiplication, and inverse relationships."
OK,7,7.A.3.2,"Represent, write, solve, and graph problems leading to linear inequalities with one variable in the form x + p > q and x + p < q, where p, and q are nonnegative rational numbers."
OK,7,7.GM.1.3,"Using a variety of tools and strategies, develop the concept that the volume of rectangular prisms can be found by counting the total number of same-sized unit cubes that fill a shape without gaps or overlaps. Use appropriate measurements (e.g., cm³)."
OK,7,7.GM.4.1,"Describe the properties of similarity, compare geometric figures for similarity, and determine scale factors resulting from dilations."
NC,1,1.G.3,"Partition circles and rectangles into two and four equal shares.
Describe the shares as halves and fourths, as half of and fourth of.
Describe the whole as two of, or four of the shares.
Explain that decomposing into more equal shares creates smaller shares."
NC,1,1.MD.1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.
NC,1,1.MD.2,"Measure lengths with non-standard units.
Express the length of an object as a whole number of non-standard length units.
Measure by laying multiple copies of a shorter object (the length unit) end to end (iterating) with no gaps or overlaps."
NC,1,1.MD.3,Tell and write time in hours and half-hours using analog and digital clocks.
NC,1,1.MD.4,"Organize, represent, and interpret data with up to three categories.
Ask and answer questions about the total number of data points.
Ask and answer questions about how many in each category.
Ask and answer questions about how many more or less are in one category than in another."
NC,1,1.NBT.1,"Count to 150, starting at any number less than 150."
NC,1,1.NBT.2,"Understand that the two digits of a two-digit number represent amounts of tens and ones.
Unitize by making a ten from a collection of ten ones.
Model the numbers from 11 to 19 as composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.
Demonstrate that the numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens, with 0 ones."
NC,1,1.NBT.3,"Compare two two-digit numbers based on the value of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <."
NC,1,1.NBT.5,"Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used."
NC,1,1.NBT.7,"Read and write numerals, and represent a number of objects with a written numeral, to 100."
NC,1,1.OA.1,"Represent and solve addition and subtraction word problems, within 20, with unknowns, by using objects, drawings, and equations with a symbol for the unknown number to represent the problem, when solving:
Add to/Take from-Change Unknown
Put together/Take Apart-Addend Unknown
Compare-Difference Unknown"
NC,1,1.OA.2,"Represent and solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20, by using objects, drawings, and equations with a symbol for the unknown number."
NC,1,1.OA.3,Apply the commutative and associative properties as strategies for solving addition problems.
NC,1,1.OA.4,"Solve an unknown-addend problem, within 20, by using addition strategies and/or changing it to a subtraction problem."
NC,1,1.OA.7,Apply understanding of the equal sign to determine if equations involving addition and subtraction are true.
NC,1,1.OA.8,Determine the unknown whole number in an addition or subtraction equation involving three whole numbers.
NC,1,1.OA.9,Demonstrate fluency with addition and subtraction within 10.
NC,2,2.G.1,"Recognize and draw triangles, quadrilaterals, pentagons, and hexagons, having specified attributes; recognize and describe attributes of rectangular prisms and cubes."
NC,2,2.G.3,"Partition circles and rectangles into two, three, or four equal shares.
• Describe the shares using the words halves, thirds, half of, a third of, fourths, fourth of, quarter of.
• Describe the whole as two halves, three thirds, four fourths.
• Explain that equal shares of identical wholes need not have the same shape."
NC,2,2.MD.1,"Measure the length of an object in standard units by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes."
NC,2,2.MD.2,"Measure the length of an object twice, using length units of different lengths for the two measurements; describe how the two measurements relate to the size of the unit chosen."
NC,2,2.MD.3,"Estimate lengths in using standard units of inches, feet, yards, centimeters, and meters."
NC,2,2.MD.4,"Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit."
NC,2,2.MD.5,"Use addition and subtraction, within 100, to solve word problems involving lengths that are given in the same units, using equations with a symbol for the unknown number to represent the problem."
NC,2,2.MD.6,"Represent whole numbers as lengths from 0 on a number line diagram with equally spaced points and represent whole-number sums and differences, within 100, on a number line."
NC,2,2.MD.7,"Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m."
NC,2,2.NBT.1,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones.
• Unitize by making a hundred from a collection of ten tens.
• Demonstrate that the numbers 100, 200, 300, 400, 500, 600, 700, 800, 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds, with 0 tens and 0 ones.
• Compose and decompose numbers using various groupings of hundreds, tens, and ones."
NC,2,2.NBT.2,"Count within 1,000; skip-count by 5s, 10s, and 100s."
NC,2,2.NBT.3,"Read and write numbers, within 1,000, using base-ten numerals, number names, and expanded form."
NC,2,2.NBT.5,"Demonstrate fluency with addition and subtraction, within 100, by:
• Flexibly using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction.
• Comparing addition and subtraction strategies, and explaining why they work.
• Selecting an appropriate strategy in order to efficiently compute sums and differences."
NC,2,2.NBT.6,Add up to three two-digit numbers using strategies based on place value and properties of operations.
NC,2,2.NBT.7,"Add and subtract, within 1,000, relating the strategy to a written method, using:
• Concrete models or drawings
• Strategies based on place value
• Properties of operations
• Relationship between addition and subtraction"
NC,2,2.NBT.8,"Mentally add 10 or 100 to a given number 100–900, and mentally subtract 10 or 100 from a given number 100–900."
NC,2,2.OA.1,"Represent and solve addition and subtraction word problems, within 100, with unknowns in all positions, by using representations and equations with a symbol for the unknown number to represent the problem, when solving:
• One-Step problems:
o Add to/Take from-Start Unknown
o Compare-Bigger Unknown
o Compare-Smaller Unknown
• Two-Step problems involving single digits:
o Add to/Take from-Change Unknown
o Add to/Take from-Result Unknown"
NC,2,2.OA.2,"Demonstrate fluency with addition and subtraction, within 20, using mental strategies."
NC,2,2.OA.4,Use addition to find the total number of objects arranged in rectangular arrays with up to 5 rows and up to 5 columns; write an equation to express the total as a sum of equal addends.
NC,3,3.MD.1,Tell and write time to the nearest minute. Solve word problems involving addition and subtraction of time intervals within the same hour.
NC,3,3.MD.3,"Represent and interpret scaled picture and bar graphs:
• Collect data by asking a question that yields data in up to four categories.
• Make a representation of data and interpret data in a frequency table, scaled picture graph, and/or scaled bar graph with axes provided.
• Solve one and two-step “how many more” and “how many less” problems using information from these graphs."
NC,3,3.MD.5,Find the area of a rectangle with whole-number side lengths by tiling without gaps or overlaps and counting unit squares.
NC,3,3.MD.7,"Relate area to the operations of multiplication and addition.
• Find the area of a rectangle with whole-number side lengths by tiling it, and show that the area is the same as would be found by multiplying the side lengths.
• Multiply side lengths to find areas of rectangles with whole-number side lengths in the context of solving problems, and represent whole-number products as rectangular areas in mathematical reasoning.
• Use tiles and/or arrays to illustrate and explain that the area of a rectangle can be found by partitioning it into two smaller rectangles, and that the area of the large rectangle is the sum of the two smaller rectangles."
NC,3,3.MD.8,"Solve problems involving perimeters of polygons, including finding the perimeter given the side lengths, and finding an unknown side length."
NC,3,3.NBT.2,"Add and subtract whole numbers up to and including 1,000.
• Use estimation strategies to assess reasonableness of answers.
• Model and explain how the relationship between addition and subtraction can be applied to solve addition and subtraction problems.
• Use expanded form to decompose numbers and then find sums and differences."
NC,3,3.NBT.3,"Use concrete and pictorial models, based on place value and the properties of operations, to find the product of a one-digit whole number by a multiple of 10 in the range 10–90."
NC,3,3.NF.1,"Interpret unit fractions with denominators of 2, 3, 4, 6, and 8 as quantities formed when a whole is partitioned into equal parts.
• Explain that a unit fraction is one of those parts.
• Represent and identify unit fractions using area and length models."
NC,3,3.NF.2,"Interpret fractions with denominators of 2, 3, 4, 6, and 8 using area and length models.
• Using an area model, explain that the numerator of a fraction represents the number of equal parts of the unit fraction.
• Using a number line, explain that the numerator of a fraction represents the number of lengths of the unit fraction from 0."
NC,3,3.NF.3,"Represent equivalent fractions with area and length models by:
• Composing and decomposing fractions into equivalent fractions using related fractions: halves, fourths and eighths; thirds and sixths.
• Explaining that a fraction with the same numerator and denominator equals one whole.
• Expressing whole numbers as fractions, and recognize fractions that are equivalent to whole numbers."
NC,3,3.NF.4,"Compare two fractions with the same numerator or the same denominator by reasoning about their size, using area and length models, and using the >, <, and = symbols. Recognize that comparisons are valid only when the two fractions refer to the same whole with denominators: halves, fourths and eighths; thirds and sixths."
NC,3,3.OA.1,"For products of whole numbers with two factors up to and including 10:
• Interpret the factors as representing the number of equal groups and the number of objects in each group.
• Illustrate and explain strategies including arrays, repeated addition, decomposing a factor, and applying the commutative and associative properties."
NC,3,3.OA.2,"For whole-number quotients of whole numbers with a one-digit divisor and a one-digit quotient:
• Interpret the divisor and quotient in a division equation as representing the number of equal groups and the number of objects in each group.
• Illustrate and explain strategies including arrays, repeated addition or subtraction, and decomposing a factor."
NC,3,3.OA.3,"Represent, interpret, and solve one-step problems involving multiplication and division.
• Solve multiplication word problems with factors up to and including 10. Represent the problem using arrays, pictures, and/or equations with a symbol for the unknown number to represent the problem.
• Solve division word problems with a divisor and quotient up to and including 10. Represent the problem using arrays, pictures, repeated subtraction and/or equations with a symbol for the unknown number to represent the problem."
NC,3,3.OA.6,"Solve an unknown-factor problem, by using division strategies and/or changing it to a multiplication problem."
NC,3,3.OA.7,"Demonstrate fluency with multiplication and division with factors, quotients and divisors up to and including 10.
• Know from memory all products with factors up to and including 10.
• Illustrate and explain using the relationship between multiplication and division.
• Determine the unknown whole number in a multiplication or division equation relating three whole numbers."
NC,3,3.OA.8,"Solve two-step word problems using addition, subtraction, and multiplication, representing problems using equations with a symbol for the unknown number."
NC,3,3.OA.9,Interpret patterns of multiplication on a hundreds board and/or multiplication table.
NC,4,4.G.1,"Draw and identify points, lines, line segments, rays, angles, and perpendicular and parallel lines."
NC,4,4.G.2,"Classify quadrilaterals and triangles based on angle measure, side lengths, and the presence or absence of parallel or perpendicular lines."
NC,4,4.G.3,"Recognize symmetry in a two-dimensional figure, and identify and draw lines of symmetry."
NC,4,4.MD.1,"Know relative sizes of measurement units. Solve problems involving metric measurement.
• Measure to solve problems involving metric units: centimeter, meter, gram, kilogram, Liter, milliliter.
• Add, subtract, multiply, and divide to solve one-step word problems involving whole-number measurements of length, mass, and capacity that are given in metric units."
NC,4,4.MD.2,"Use multiplicative reasoning to convert metric measurements from a larger unit to a smaller unit using place value understanding, two-column tables, and length models."
NC,4,4.MD.3,"Solve problems with area and perimeter.
• Find areas of rectilinear figures with known side lengths.
• Solve problems involving a fixed area and varying perimeters and a fixed perimeter and varying areas.
• Apply the area and perimeter formulas for rectangles in real world and mathematical problems."
NC,4,4.NBT.1,"Explain that in a multi-digit whole number, a digit in one place represents 10 times as much as it represents in the place to its right, up to 100,000."
NC,4,4.NBT.2,"Read and write multi-digit whole numbers up to and including 100,000 using numerals, number names, and expanded form."
NC,4,4.NBT.5,"Multiply a whole number of up to three digits by a one-digit whole number, and multiply up to two two-digit numbers with place value understanding using area models, partial products, and the properties of operations. Use models to make connections and develop the algorithm."
NC,4,4.NBT.6,"Find whole-number quotients and remainders with up to three-digit dividends and one-digit divisors with place value understanding using rectangular arrays, area models, repeated subtraction, partial quotients, properties of operations, and/or the relationship between multiplication and division."
NC,4,4.NBT.7,"Compare two multi-digit numbers up to and including 100,000 based on the values of the digits in each place, using >, =, and < symbols to record the results of comparisons."
NC,4,4.NF.1,"Explain why a fraction is equivalent to another fraction by using area and length fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size."
NC,4,4.NF.3,"Understand and justify decompositions of fractions with denominators of 2, 3, 4, 5, 6, 8, 10, 12, and 100.
• Understand addition and subtraction of fractions as joining and separating parts referring to the same whole.
• Decompose a fraction into a sum of unit fractions and a sum of fractions with the same denominator in more than one way using area models, length models, and equations.
• Add and subtract fractions, including mixed numbers with like denominators, by replacing each mixed number with an equivalent fraction, and/or by using properties of operations and the relationship between addition and subtraction.
• Solve word problems involving addition and subtraction of fractions, including mixed numbers by writing equations from a visual representation of the problem."
NC,4,4.OA.1,Interpret a multiplication equation as a comparison. Multiply or divide to solve word problems involving multiplicative comparisons using models and equations with a symbol for the unknown number. Distinguish multiplicative comparison from additive comparison.
NC,4,4.OA.3,"Solve two-step word problems involving the four operations with whole numbers.
• Use estimation strategies to assess reasonableness of answers.
• Interpret remainders in word problems.
• Represent problems using equations with a letter standing for the unknown quantity."
NC,4,4.OA.4,"Find all factor pairs for whole numbers up to and including 50 to:
• Recognize that a whole number is a multiple of each of its factors.
• Determine whether a given whole number is a multiple of a given one-digit number.
• Determine if the number is prime or composite."
NC,4,4.OA.5,Generate and analyze a number or shape pattern that follows a given rule.
NC,5,5.G.1,"Graph points in the first quadrant of a coordinate plane, and identify and interpret the x and y coordinates to solve problems."
NC,5,5.G.3,"Classify quadrilaterals into categories based on their properties.
• Explain that attributes belonging to a category of quadrilaterals also belong to all subcategories of that category.
• Classify quadrilaterals in a hierarchy based on properties."
NC,5,5.MD.1,"Given a conversion chart, use multiplicative reasoning to solve one-step conversion problems within a given measurement system."
NC,5,5.NBT.1,"Explain the patterns in the place value system from one million to the thousandths place.
• Explain that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and  of what it represents in the place to its left.
• Explain patterns in products and quotients when numbers are multiplied by 1,000, 100, 10, 0.1, and 0.01 and/or divided by 10 and 100."
NC,5,5.NBT.3,"Read, write, and compare decimals to thousandths."
NC,5,5.NBT.5,Demonstrate fluency with the multiplication of two whole numbers up to a three-digit number by a two-digit number using the standard algorithm.
NC,5,5.NBT.7,"Compute and solve real-world problems with multi-digit whole numbers and decimal numbers.
• Add and subtract decimals to thousandths using models, drawings or strategies based on place value.
• Multiply decimals with a product to thousandths using models, drawings, or strategies based on place value.
• Divide a whole number by a decimal and divide a decimal by a whole number, using repeated subtraction or area models. Decimals should be limited to hundredths.
• Use estimation strategies to assess reasonableness of answers."
NC,5,5.NF.1,"Add and subtract fractions, including mixed numbers, with unlike denominators using related fractions: halves, fourths and eighths; thirds, sixths, and twelfths; fifths, tenths, and hundredths.
• Use benchmark fractions and number sense of fractions to estimate mentally and assess the reasonableness of answers.
• Solve one- and two-step word problems in context using area and length models to develop the algorithm. Represent the word problem in an equation."
NC,5,5.NF.4,"Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction, including mixed numbers.
• Use area and length models to multiply two fractions, with the denominators 2, 3, 4.
• Explain why multiplying a given number by a fraction greater than 1 results in a product greater than the given number and when multiplying a given number by a fraction less than 1 results in a product smaller than the given number.
• Solve one-step word problems involving multiplication of fractions using models to develop the algorithm."
NC,5,5.NF.7,"Solve one-step word problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions using area and length models, and equations to represent the problem."
NC,5,5.OA.2,"Write, explain, and evaluate numerical expressions involving the four operations to solve up to two-step problems. Include expressions involving:
• Parentheses, using the order of operations.
• Commutative, associative and distributive properties."
NC,5,5.OA.3,"Generate two numerical patterns using two given rules.
• Identify apparent relationships between corresponding terms.
• Form ordered pairs consisting of corresponding terms from the two patterns.
• Graph the ordered pairs on a coordinate plane."
NC,6,6.EE.2,"Write, read, and evaluate algebraic expressions.
Write expressions that record operations with numbers and with letters standing for numbers.
Identify parts of an expression using mathematical terms and view one or more of those parts as a single entity.
Evaluate expressions at specific values of their variables using expressions that arise from formulas used in real-world problems."
NC,6,6.EE.3,Apply the properties of operations to generate equivalent expressions without exponents.
NC,6,6.EE.4,Identify when two expressions are equivalent and justify with mathematical reasoning.
NC,6,6.EE.5,Use substitution to determine whether a given number in a specified set makes an equation true.
NC,6,6.EE.6,Use variables to represent numbers and write expressions when solving a real-world or mathematical problem.
NC,6,6.EE.7,"Solve real-world and mathematical problems by writing and solving equations of the form:
x + p = q in which p, q and x are all nonnegative rational numbers; and,
p · x = q for cases in which p, q and x are all nonnegative rational numbers."
NC,6,6.EE.8,"Reason about inequalities by:
Using substitution to determine whether a given number in a specified set makes an inequality true.
Writing an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem.
Recognizing that inequalities of the form x > c or x < c have infinitely many solutions.
Representing solutions of inequalities on number line diagrams."
NC,6,6.G.3,"Use the coordinate plane to solve real-world and mathematical problems by:
Drawing polygons in the coordinate plane given coordinates for the vertices.
Using coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate."
NC,6,6.G.4,"Represent right prisms and right pyramids using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems."
NC,6,6.NS.2,Fluently divide using long division with a minimum of a four-digit dividend and interpret the quotient and remainder in context.
NC,6,6.NS.3,"Apply and extend previous understandings of decimals to develop and fluently use the standard algorithms for addition, subtraction, multiplication and division of decimals."
NC,6,6.NS.4,"Understand and use prime factorization and the relationships between factors to:
Find the unique prime factorization for a whole number.
Find the greatest common factor of two whole numbers less than or equal to 100.
Use the greatest common factor and the distributive property to rewrite the sum of two whole numbers, each less than or equal to 100.
Find the least common multiple of two whole numbers less than or equal to 12 to add and subtract fractions with unlike denominators."
NC,6,6.NS.5,"Understand and use rational numbers to:
Describe quantities having opposite directions or values.
Represent quantities in real-world contexts, explaining the meaning of 0 in each situation.
Understand the absolute value of a rational number as its distance from 0 on the number line to:
Interpret absolute value as magnitude for a positive or negative quantity in a real-world context.
Distinguish comparisons of absolute value from statements about order."
NC,6,6.NS.6.a,"On a number line:
Recognize opposite signs of numbers as indicating locations on opposite sides of 0 and that the opposite of the opposite of a number is the number itself.
Find and position rational numbers on a horizontal or vertical number line."
NC,6,6.NS.6.b,"On a coordinate plane:
Understand signs of numbers in ordered pairs as indicating locations in quadrants.
Recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.
Find and position pairs of rational numbers on a coordinate plane."
NC,6,6.NS.7.a,Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram.
NC,6,6.NS.7.b,"Write, interpret, and explain statements of order for rational numbers in real-world contexts."
NC,6,6.NS.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
NC,6,6.RP.1,"Understand the concept of a ratio and use ratio language to: 
Describe a ratio as a multiplicative relationship between two quantities.
Model a ratio relationship using a variety of representations."
NC,6,6.RP.2,Understand that ratios can be expressed as equivalent unit ratios by finding and interpreting both unit ratios in context.
NC,6,6.RP.3,"Use ratio reasoning with equivalent whole-number ratios to solve real-world and mathematical problems by:
Creating and using a table to compare ratios.
Finding missing values in the tables.
Using a unit ratio.
Converting and manipulating measurements using given ratios.
Plotting the pairs of values on the coordinate plane."
NC,6,6.SP.1,Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers.
NC,6,6.SP.2,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape."
NC,6,6.SP.3,Understand that both a measure of center and a description of variability should be considered when describing a numerical data set.
NC,6,6.SP.3.a,"Determine the measure of center of a data set and understand that it is a single number that summarizes all the values of that data set.
Understand that a mean is a measure of center that represents a balance point or fair share of a data set and can be influenced by the presence of extreme values within the data set.
Understand the median as a measure of center that is the numerical middle of an ordered data set."
NC,6,6.SP.3.b,"Understand that describing the variability of a data set is needed to distinguish between data sets in the same scale, by comparing graphical representations of different data sets in the same scale that have similar measures of center, but different spreads."
NC,6,6.SP.4,"Display numerical data in plots on a number line.
Use dot plots, histograms, and box plots to represent data.
Compare attributes of different representations of the same data."
NC,6,6.SP.5.a,"Describe the data collected by:
Reporting the number of observations in dot plots and histograms.
Communicating the nature of the attribute under investigation, how it was measured, and the units of measurement."
NC,6,6.SP.5.b,"Analyze center and variability by:
Giving quantitative measures of center, describing variability, and any overall pattern, and noting any striking deviations.
Justifying the appropriate choice of measures of center using the shape of the data distribution."
NC,7,7.EE.2,Understand that equivalent expressions can reveal real-world and mathematical relationships. Interpret the meaning of the parts of each expression in context.
NC,7,7.EE.3,"Solve multi-step real-world and mathematical problems posed with rational numbers in algebraic expressions.
Apply properties of operations to calculate with positive and negative numbers in any form.
Convert between different forms of a number and equivalent forms of the expression as appropriate."
NC,7,7.EE.4.a,"Construct equations to solve problems by reasoning about the quantities.
Fluently solve multistep equations with the variable on one side, including those generated by word problems.
Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach.
Interpret the solution in context."
NC,7,7.G.2,"Understand the characteristics of angles and side lengths that create a unique triangle, more than one triangle or no triangle. Build triangles from three measures of angles and/or sides."
NC,7,7.G.4,"Understand area and circumference of a circle.
Understand the relationships between the radius, diameter, circumference, and area.
Apply the formulas for area and circumference of a circle to solve problems."
NC,7,7.G.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve equations for an unknown angle in a figure."
NC,7,7.G.6,"Solve real-world and mathematical problems involving:
Area and perimeter of two-dimensional objects composed of triangles, quadrilaterals, and polygons.
Volume and surface area of pyramids, prisms, or three-dimensional objects composed of cubes, pyramids, and right prisms."
NC,7,7.NS.1,"Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers, using the properties of operations, and describing real-world contexts using sums and differences."
NC,7,7.NS.2.a,Understand that a rational number is any number that can be written as a quotient of integers with a non-zero divisor.
NC,7,7.NS.2.b,"Apply properties of operations as strategies, including the standard algorithms, to multiply and divide rational numbers and describe the product and quotient in real-world contexts."
NC,7,7.NS.2.c,"Use division and previous understandings of fractions and decimals.
Convert a fraction to a decimal using long division.
Understand that the decimal form of a rational number terminates in 0s or eventually repeats."
NC,7,7.NS.3,Solve real-world and mathematical problems involving numerical expressions with rational numbers using the four operations.
NC,7,7.RP.1,Compute unit rates associated with ratios of fractions to solve real-world and mathematical problems.
NC,7,7.RP.2.a,"Understand that a proportion is a relationship of equality between ratios.
Represent proportional relationships using tables and graphs.
Recognize whether ratios are in a proportional relationship using tables and graphs.
Compare two different proportional relationships using tables, graphs, equations, and verbal descriptions."
NC,7,7.RP.2.b,"Identify the unit rate (constant of proportionality) within two quantities in a proportional relationship using tables, graphs, equations, and verbal descriptions."
NC,7,7.RP.2.c,Create equations and graphs to represent proportional relationships.
NC,7,7.RP.2.d,"Use a graphical representation of a proportional relationship in context to:
Explain the meaning of any point (x, y).
Explain the meaning of (0, 0) and why it is included.
Understand that the y-coordinate of the ordered pair (1, r) corresponds to the unit rate and explain its meaning."
NC,7,7.RP.3,Use scale factors and unit rates in proportional relationships to solve ratio and percent problems.
NC,7,7.SP.,Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring.
NC,7,7.SP.1,"Understand that statistics can be used to gain information about a population by:
Recognizing that generalizations about a population from a sample are valid only if the sample is representative of that population.
Using random sampling to produce representative samples to support valid inferences."
